Restaurant Name,City,Cuisines,Average Cost for two,Price range,Has Online delivery,Has Table booking,Votes,Aggregate rating,Longitude,Latitude,price_bucket,content
Bluebird Diner,Cedar Rapids/Iowa City,"breakfast, diner",25,2,offline,offline,253,3.6,-91.531093,41.663751,cheap,"breakfast, diner Cedar Rapids/Iowa City cheap offline offline"
Graze,Cedar Rapids/Iowa City,"american, international, sushi",40,3,offline,offline,220,3.8,-91.534302,41.658691,cheap,"american, international, sushi Cedar Rapids/Iowa City cheap offline offline"
A & A Pagliai's Pizza,Cedar Rapids/Iowa City,pizza,25,2,offline,offline,485,4.3,-91.5314,41.6648,cheap,pizza Cedar Rapids/Iowa City cheap offline offline
Atlas World Grill,Cedar Rapids/Iowa City,international,40,3,offline,offline,428,4.3,-91.5341,41.661,cheap,international Cedar Rapids/Iowa City cheap offline offline
BlackStone,Cedar Rapids/Iowa City,"american, breakfast",25,2,offline,offline,294,4.1,-91.482165,41.667742,cheap,"american, breakfast Cedar Rapids/Iowa City cheap offline offline"
Devotay,Cedar Rapids/Iowa City,"mediterranean, tapas, vegetarian",40,3,offline,offline,380,4.0,-91.5318,41.6625,cheap,"mediterranean, tapas, vegetarian Cedar Rapids/Iowa City cheap offline offline"
Jimmy Jack's Rib Shack,Cedar Rapids/Iowa City,bbq,25,2,offline,offline,259,4.2,-91.5074,41.6428,cheap,bbq Cedar Rapids/Iowa City cheap offline offline
Zoeys Pizzeria,Cedar Rapids/Iowa City,"pizza, sandwich",25,2,offline,offline,433,4.7,-91.5995,42.0331,cheap,"pizza, sandwich Cedar Rapids/Iowa City cheap offline offline"
Tokyo Sushi,Chatham-Kent,"japanese, sushi",25,2,offline,offline,176,3.7,-82.188438,42.397683,cheap,"japanese, sushi Chatham-Kent cheap offline offline"
Berry Patch Restaurant,Clatskanie,"american, breakfast, desserts",10,1,offline,offline,96,4.3,-123.368151,46.126967,cheap,"american, breakfast, desserts Clatskanie cheap offline offline"
Sakura Sushi & Grill,Cochrane,"asian, japanese",25,2,offline,offline,6,3.1,-114.472474,51.183934,cheap,"asian, japanese Cochrane cheap offline offline"
Uptown Vietnam cuisine,Columbus,"asian, vietnamese",10,1,offline,offline,33,3.3,-84.992671,32.470315,cheap,"asian, vietnamese Columbus cheap offline offline"
Cafe Le Rue @ The Landings,Columbus,"american, seafood, cajun",25,2,offline,offline,489,4.6,-84.95591,32.519247,cheap,"american, seafood, cajun Columbus cheap offline offline"
Mark's City Grille,Columbus,american,25,2,offline,offline,345,4.5,-84.927047,32.555591,cheap,american Columbus cheap offline offline
B Merrell's,Columbus,"burger, bar food, southern",25,2,offline,offline,149,3.8,-84.9436,32.5577,cheap,"burger, bar food, southern Columbus cheap offline offline"
Cannon Brewpub,Columbus,"pizza, bar food",25,2,offline,offline,330,3.9,-84.9936,32.4656,cheap,"pizza, bar food Columbus cheap offline offline"
Fuji Japanese Steak House,Columbus,"japanese, steak",40,3,offline,offline,247,3.9,-84.954984,32.5382197,cheap,"japanese, steak Columbus cheap offline offline"
Ruth Ann's Family Restaurant,Columbus,"breakfast, diner, southern",10,1,offline,offline,123,3.7,-84.9876,32.4637,cheap,"breakfast, diner, southern Columbus cheap offline offline"
Samurai Japanese Cuisine & Sushi Bar,Columbus,"japanese, steak, sushi",40,3,offline,offline,109,3.6,-84.9933631,32.4652417,cheap,"japanese, steak, sushi Columbus cheap offline offline"
Wasabi Sushi and Thai,Columbus,"japanese, sushi, thai",40,3,offline,offline,134,3.7,-84.96661,32.534002,cheap,"japanese, sushi, thai Columbus cheap offline offline"
Buckhead Bar and Grill,Columbus,"seafood, steak, vegetarian",40,3,offline,offline,722,4.2,-84.95367,32.513154,cheap,"seafood, steak, vegetarian Columbus cheap offline offline"
Burt's Butcher Shoppe and Eatery,Columbus,steak,25,2,offline,offline,213,4.3,-84.947569,32.504657,cheap,steak Columbus cheap offline offline
Chef Lee's Peking Restaurant,Columbus,chinese,25,2,offline,offline,335,4.0,-84.9607,32.5393,cheap,chinese Columbus cheap offline offline
Country's Barbecue,Columbus,"bbq, southern",25,2,offline,offline,353,4.0,-84.9464,32.4792,cheap,"bbq, southern Columbus cheap offline offline"
Deorio's,Columbus,"italian, pizza",0,1,offline,offline,170,4.0,-84.9427,32.481,cheap,"italian, pizza Columbus cheap offline offline"
Mellow Mushroom,Columbus,pizza,25,2,offline,offline,192,4.1,-84.9557,32.5321,cheap,pizza Columbus cheap offline offline
Meritage,Columbus,"american, tapas",40,3,offline,offline,302,4.1,-84.992093,32.466158,cheap,"american, tapas Columbus cheap offline offline"
Mongo The Mongolian Fire Pit,Columbus,"asian, chinese",10,1,offline,offline,355,4.2,-84.938698,32.560905,cheap,"asian, chinese Columbus cheap offline offline"
The Black Cow,Columbus,american,25,2,offline,offline,287,4.3,-84.991384,32.468757,cheap,american Columbus cheap offline offline
Wood Stone,Columbus,"italian, mediterranean, pizza",40,3,offline,offline,264,4.0,-84.963201,32.527217,cheap,"italian, mediterranean, pizza Columbus cheap offline offline"
Hunter's Pub,Columbus,"american, seafood, steak",40,3,offline,offline,235,4.4,-85.0213,32.7455,cheap,"american, seafood, steak Columbus cheap offline offline"
Consort Restaurant,Consort,"chinese, canadian",25,2,offline,offline,6,3.0,-110.7746994,52.0082889,cheap,"chinese, canadian Consort cheap offline offline"
Thatcher's Barbeque and Grill,Dalton,"american, bbq, southern",25,2,offline,offline,38,3.7,-84.9396931,34.5251331,cheap,"american, bbq, southern Dalton cheap offline offline"
Christian and Jake's Bistro,Dalton,"desserts, sandwich",10,1,offline,offline,122,4.4,-84.926258,34.474635,cheap,"desserts, sandwich Dalton cheap offline offline"
Dub's High on the Hog,Dalton,bbq,25,2,offline,offline,207,4.4,-84.9523921,34.4972488,cheap,bbq Dalton cheap offline offline
Sierra's Mexican Restaurant,Dalton,"mexican, tex mex",10,1,offline,offline,66,3.9,-84.767911,34.752476,cheap,"mexican, tex mex Dalton cheap offline offline"
Oakwood Cafe,Dalton,"bbq, breakfast, southern",10,1,offline,offline,249,4.9,-84.969393,34.769686,cheap,"bbq, breakfast, southern Dalton cheap offline offline"
Chili's Grill & Bar,Dalton,american,25,2,offline,offline,63,3.8,-85.0039,34.7643,cheap,american Dalton cheap offline offline
Fuji Japanese Steakhouse,Dalton,"japanese, sushi",40,3,offline,offline,145,3.8,-84.992342,34.759551,cheap,"japanese, sushi Dalton cheap offline offline"
Las Palmas,Dalton,mexican,10,1,offline,offline,83,3.8,-84.992924,34.759665,cheap,mexican Dalton cheap offline offline
Tony's Italian Restaurant & Pizza,Dalton,italian,25,2,offline,offline,116,3.7,-84.999678,34.758645,cheap,italian Dalton cheap offline offline
Filling Station,Dalton,"american, burger",10,1,offline,offline,122,4.1,-84.9678,34.7742,cheap,"american, burger Dalton cheap offline offline"
Five Guys Burgers and Fries,Dalton,fast food,10,1,offline,offline,142,4.1,-84.990925,34.759273,cheap,fast food Dalton cheap offline offline
Los Pablos,Dalton,mexican,10,1,offline,offline,114,4.1,-84.9964,34.7604,cheap,mexican Dalton cheap offline offline
Kobe Hibachi & Sushi,Dalton,"american, japanese, sushi",25,2,offline,offline,214,4.6,-85.2229101,34.9428786,cheap,"american, japanese, sushi Dalton cheap offline offline"
Soho Hibachi,Dalton,japanese,10,1,offline,offline,116,4.3,-85.246237,34.9528157,cheap,japanese Dalton cheap offline offline
Thai Garden,Dalton,thai,25,2,offline,offline,111,4.2,-85.2545,34.9546,cheap,thai Dalton cheap offline offline
Southern Bliss Bakery,Dalton,"desserts, sandwich",10,1,offline,offline,25,3.7,-85.294955,34.705093,cheap,"desserts, sandwich Dalton cheap offline offline"
Bailey's Bar-B-Que,Dalton,bbq,10,1,offline,offline,128,4.1,-85.1321,34.9273,cheap,bbq Dalton cheap offline offline
Farm To Fork,Dalton,"american, diner, southern",10,1,offline,offline,244,4.3,-85.130492,34.912109,cheap,"american, diner, southern Dalton cheap offline offline"
Home Plate Grill,Dalton,"american, bbq, southern",10,1,offline,offline,112,4.2,-85.1079396,34.9151853,cheap,"american, bbq, southern Dalton cheap offline offline"
Pie Slingers Pizzeria,Dalton,"italian, pizza",10,1,offline,offline,144,4.1,-85.249727,34.851907,cheap,"italian, pizza Dalton cheap offline offline"
Olive Tree Cafe,Davenport,"indian, mediterranean, middle eastern",25,2,offline,offline,166,4.6,-90.496986,41.574935,cheap,"indian, mediterranean, middle eastern Davenport cheap offline offline"
"Red Ginger Sushi, Grill & Bar",Davenport,"sushi, teriyaki",40,3,offline,offline,208,4.5,-90.522479,41.53845,cheap,"sushi, teriyaki Davenport cheap offline offline"
Crust Stone Oven Pizza,Davenport,"burger, pizza",25,2,offline,offline,136,3.9,-90.4912446,41.5747801,cheap,"burger, pizza Davenport cheap offline offline"
Jimmy's Pancake House,Davenport,"american, breakfast, greek",10,1,offline,offline,85,4.0,-90.504176,41.548746,cheap,"american, breakfast, greek Davenport cheap offline offline"
Trattoria Tiramisu,Davenport,italian,25,2,offline,offline,117,4.1,-90.50709,41.525384,cheap,italian Davenport cheap offline offline
Prairie Grille at SteepleGate Inn,Davenport,"american, breakfast",25,2,offline,offline,53,3.4,-90.574088,41.593892,cheap,"american, breakfast Davenport cheap offline offline"
Tantra Asian Bistro,Davenport,asian,25,2,offline,offline,474,4.9,-90.565837,41.574459,cheap,asian Davenport cheap offline offline
Chick-fil-A,Davenport,fast food,10,1,offline,offline,125,3.9,-90.5716,41.5604,cheap,fast food Davenport cheap offline offline
Duck City Bistro,Davenport,"american, french",70,4,offline,offline,201,3.7,-90.5737,41.5223,cheap,"american, french Davenport cheap offline offline"
Frick's Tap,Davenport,"american, bar food, bbq",25,2,offline,offline,2,0.0,-90.59466452,41.52253634,cheap,"american, bar food, bbq Davenport cheap offline offline"
Los Agaves,Davenport,mexican,25,2,offline,offline,3,0.0,-90.5154313,41.5709434,cheap,mexican Davenport cheap offline offline
Azteca,Davenport,mexican,0,1,offline,offline,167,4.3,-90.5683,41.5699,cheap,mexican Davenport cheap offline offline
China Cafe,Davenport,chinese,25,2,offline,offline,112,4.0,-90.5321,41.5749,cheap,chinese Davenport cheap offline offline
Exotic Thai Restaurant,Davenport,thai,25,2,offline,offline,256,4.1,-90.5432,41.5747,cheap,thai Davenport cheap offline offline
Front Street Brewery,Davenport,american,10,1,offline,offline,123,4.3,-90.572418,41.520389,cheap,american Davenport cheap offline offline
Granite City Food & Brewery,Davenport,american,25,2,offline,offline,199,4.0,-90.5137,41.5745,cheap,american Davenport cheap offline offline
Los Agaves,Davenport,mexican,25,2,offline,offline,157,4.1,-90.5686,41.559,cheap,mexican Davenport cheap offline offline
Machine Shed Restaurant,Davenport,american,25,2,offline,offline,100,4.1,-90.6136,41.5944,cheap,american Davenport cheap offline offline
Osaka,Davenport,"japanese, sushi",40,3,offline,offline,141,4.2,-90.515175,41.570997,cheap,"japanese, sushi Davenport cheap offline offline"
Texas Roadhouse,Davenport,"american, bbq, steak",25,2,offline,offline,197,4.2,-90.517,41.5747,cheap,"american, bbq, steak Davenport cheap offline offline"
Hickory Park,Des Moines,"bbq, burger, desserts",25,2,offline,offline,1025,4.5,-93.610084,42.010254,cheap,"bbq, burger, desserts Des Moines cheap offline offline"
The Cafe,Des Moines,"american, coffee and tea",25,2,offline,offline,570,4.9,-93.643094,42.048779,cheap,"american, coffee and tea Des Moines cheap offline offline"
Flying Mango,Des Moines,"bbq, caribbean, cajun",40,3,offline,offline,674,4.5,-93.677638,41.614965,cheap,"bbq, caribbean, cajun Des Moines cheap offline offline"
Cool Basil,Des Moines,"asian, sushi, thai",25,2,offline,offline,496,4.1,-93.739573,41.600564,cheap,"asian, sushi, thai Des Moines cheap offline offline"
HuHot Mongolian Grill,Des Moines,"asian, chinese",25,2,offline,offline,411,4.0,-93.760027,41.60028,cheap,"asian, chinese Des Moines cheap offline offline"
Malo,Des Moines,"latin american, mexican",25,2,offline,offline,113,3.2,-93.627896,41.583309,cheap,"latin american, mexican Des Moines cheap offline offline"
Centro,Des Moines,"italian, pizza",40,3,offline,offline,1109,4.5,-93.6300803,41.5857431,cheap,"italian, pizza Des Moines cheap offline offline"
Fong's Pizza,Des Moines,"chinese, pizza",25,2,offline,offline,728,4.6,-93.621631,41.585465,cheap,"chinese, pizza Des Moines cheap offline offline"
A Dong Restaurant,Des Moines,"asian, vegetarian, vietnamese, bubble tea",10,1,offline,offline,659,4.4,-93.637401,41.587219,cheap,"asian, vegetarian, vietnamese, bubble tea Des Moines cheap offline offline"
Court Avenue Brewing Company,Des Moines,"american, pizza, bar food",40,3,offline,offline,370,4.2,-93.620726,41.58536,cheap,"american, pizza, bar food Des Moines cheap offline offline"
Django,Des Moines,french,40,3,offline,offline,532,4.3,-93.629436,41.584027,cheap,french Des Moines cheap offline offline
Miyabi 9,Des Moines,"japanese, sushi",25,2,offline,offline,860,4.8,-93.611366,41.590819,cheap,"japanese, sushi Des Moines cheap offline offline"
Zombie Burger + Drink Lab,Des Moines,"burger, desserts, vegetarian",10,1,offline,offline,943,4.2,-93.61474,41.590106,cheap,"burger, desserts, vegetarian Des Moines cheap offline offline"
Tursi's Latin King,Des Moines,"american, italian",70,4,offline,offline,476,4.1,-93.577383,41.601415,cheap,"american, italian Des Moines cheap offline offline"
Tsing Tsao South,Des Moines,chinese,10,1,offline,offline,218,4.1,-93.645245,41.545869,cheap,chinese Des Moines cheap offline offline
Bandit Burrito,Des Moines,"breakfast, mexican, southwestern",10,1,offline,offline,214,4.0,-93.6976773,41.6714654,cheap,"breakfast, mexican, southwestern Des Moines cheap offline offline"
Jethro's BBQ,Des Moines,"american, bbq",25,2,offline,offline,699,4.3,-93.659797,41.603901,cheap,"american, bbq Des Moines cheap offline offline"
The Machine Shed Restaurant,Des Moines,"american, breakfast",25,2,offline,offline,308,3.8,-93.772033,41.615083,cheap,"american, breakfast Des Moines cheap offline offline"
Mi Patria,Des Moines,latin american,25,2,offline,offline,157,4.0,-93.73624,41.594039,cheap,latin american Des Moines cheap offline offline
Waterfront Seafood Market,Des Moines,"seafood, sushi",40,3,offline,offline,530,4.2,-93.7441981,41.5991771,cheap,"seafood, sushi Des Moines cheap offline offline"
The Giggling Goat,Dicky Beach,"coffee and tea, tea, modern australian",7,1,offline,offline,29,3.6,153.137401,-26.783576,cheap,"coffee and tea, tea, modern australian Dicky Beach cheap offline offline"
Burnt Toast Cafe,Dubuque,breakfast,10,1,offline,offline,33,3.4,-90.667668,42.504759,cheap,breakfast Dubuque cheap offline offline
Catfish Charlie's,Dubuque,seafood,25,2,offline,offline,40,3.3,-90.6499328,42.5124724,cheap,seafood Dubuque cheap offline offline
Salsa's Mexican Restaurant,Dubuque,mexican,10,1,offline,offline,153,3.4,-90.6684746,42.5032004,cheap,mexican Dubuque cheap offline offline
Tony Roma's,Dubuque,"american, bbq, seafood",25,2,offline,offline,65,3.3,-90.658609,42.496464,cheap,"american, bbq, seafood Dubuque cheap offline offline"
Vinny Vanucchi's,Dubuque,italian,25,2,offline,offline,58,3.4,-90.664029,42.495689,cheap,italian Dubuque cheap offline offline
Champps Americana,Dubuque,"american, burger, sandwich",25,2,offline,offline,100,3.5,-90.715247,42.492018,cheap,"american, burger, sandwich Dubuque cheap offline offline"
Fiesta Cancun,Dubuque,mexican,10,1,offline,offline,156,3.6,-90.740213,42.49092,cheap,mexican Dubuque cheap offline offline
Happy Joe's Pizza & Ice Cream,Dubuque,"desserts, pizza, ice cream",0,1,offline,offline,74,3.5,-90.7264,42.4955,cheap,"desserts, pizza, ice cream Dubuque cheap offline offline"
Houlihan's,Dubuque,"american, burger",25,2,offline,offline,117,3.6,-90.645294,42.516621,cheap,"american, burger Dubuque cheap offline offline"
Ichiban Hibachi Steakhouse & Sushi Bar,Dubuque,"japanese, steak, sushi",40,3,offline,offline,83,3.7,-90.712084,42.492963,cheap,"japanese, steak, sushi Dubuque cheap offline offline"
Kalmes Breaktime Bar & Grill,Dubuque,"american, burger",25,2,offline,offline,48,3.6,-90.6646,42.5043,cheap,"american, burger Dubuque cheap offline offline"
L. May Eatery,Dubuque,"international, pizza",40,3,offline,offline,198,3.8,-90.668164,42.503075,cheap,"international, pizza Dubuque cheap offline offline"
Los Aztecas,Dubuque,mexican,10,1,offline,offline,126,3.5,-90.7055,42.4916,cheap,mexican Dubuque cheap offline offline
Manna Java World Cafe,Dubuque,"breakfast, pizza",10,1,offline,offline,119,3.5,-90.6677349,42.500191,cheap,"breakfast, pizza Dubuque cheap offline offline"
Mario's Italian Restaurant,Dubuque,"american, italian",25,2,offline,offline,140,3.6,-90.6691,42.5048,cheap,"american, italian Dubuque cheap offline offline"
Pepper Sprout Incorporated,Dubuque,american,40,3,offline,offline,159,3.6,-90.6651,42.4974,cheap,american Dubuque cheap offline offline
Shot Tower Inn,Dubuque,"italian, pizza",25,2,offline,offline,131,3.6,-90.6658,42.4963,cheap,"italian, pizza Dubuque cheap offline offline"
Sunshine Family Restaurant,Dubuque,"american, breakfast, burger",10,1,offline,offline,60,3.5,-90.663686,42.4982789,cheap,"american, breakfast, burger Dubuque cheap offline offline"
Watershed Cafe,Dubuque,"american, burger, pizza, cafe",25,2,offline,offline,89,3.7,-90.684882,42.527556,cheap,"american, burger, pizza, cafe Dubuque cheap offline offline"
Woodfire Grille,Dubuque,"american, seafood, steak",70,4,offline,offline,72,3.6,-90.658988,42.496378,cheap,"american, seafood, steak Dubuque cheap offline offline"
